"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Valor","Estat"
"2021","4","10","Sant Martí","67","la Vila Olímpica del Poblenou",4880,"Total"
"2021","4","10","Sant Martí","68","el Poblenou",4518,"Total"
"2021","4","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",4167,"Total"
"2021","4","10","Sant Martí","70","el Besòs i el Maresme",3272,"Total"
"2021","4","10","Sant Martí","71","Provençals del Poblenou",3303,"Total"
"2021","4","10","Sant Martí","72","Sant Martí de Provençals",2824,"Total"
"2021","4","10","Sant Martí","73","la Verneda i la Pau",2505,"Total"
"2021","4","1","Ciutat Vella","3","la Barceloneta",4509,"Nou"
"2021","4","2","Eixample","6","la Sagrada Família",3021,"Nou"
"2021","4","2","Eixample","7","la Dreta de l'Eixample",7902,"Nou"
"2021","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",5558,"Nou"
"2021","4","2","Eixample","9","la Nova Esquerra de l'Eixample",5054,"Nou"
"2021","4","2","Eixample","10","Sant Antoni",2210,"Nou"
"2021","4","3","Sants-Montjuïc","14","la Font de la Guatlla",3473,"Nou"
"2021","4","3","Sants-Montjuïc","15","Hostafrancs",3603,"Nou"
"2021","4","4","Les Corts","19","les Corts",7380,"Nou"
"2021","4","4","Les Corts","21","Pedralbes",3996,"Nou"
"2021","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",3765,"Nou"
"2021","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",7269,"Nou"
"2021","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",8123,"Nou"
"2021","4","6","Gràcia","28","Vallcarca i els Penitents",3291,"Nou"
"2021","4","6","Gràcia","29","el Coll",3740,"Nou"
"2021","4","7","Horta-Guinardó","35","el Guinardó",5564,"Nou"
"2021","4","7","Horta-Guinardó","37","el Carmel",2610,"Nou"
"2021","4","7","Horta-Guinardó","38","la Teixonera",3075,"Nou"
"2021","4","7","Horta-Guinardó","39","Sant Genís dels Agudells",2628,"Nou"
"2021","4","7","Horta-Guinardó","40","Montbau",2508,"Nou"
"2021","4","7","Horta-Guinardó","43","Horta",3251,"Nou"
"2021","4","8","Nou Barris","44","Vilapicina i la Torre Llobeta",4265,"Nou"
"2021","4","9","Sant Andreu","60","Sant Andreu",3504,"Nou"
"2021","4","9","Sant Andreu","63","Navas",2751,"Nou"
"2021","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",5195,"Nou"
"2021","4","10","Sant Martí","68","el Poblenou",4046,"Nou"
"2021","4","10","Sant Martí","70","el Besòs i el Maresme",4347,"Nou"
"2021","4","10","Sant Martí","71","Provençals del Poblenou",2523,"Nou"
"2021","4","1","Ciutat Vella","1","el Raval",3557,"Usat"
"2021","4","1","Ciutat Vella","2","el Barri Gòtic",3977,"Usat"
"2021","4","1","Ciutat Vella","3","la Barceloneta",4485,"Usat"
"2021","4","1","Ciutat Vella","4","Sant Pere, Santa Caterina i la Ribera",3983,"Usat"
"2021","4","2","Eixample","5","el Fort Pienc",3961,"Usat"
"2021","4","2","Eixample","6","la Sagrada Família",4067,"Usat"
"2021","4","2","Eixample","7","la Dreta de l'Eixample",5294,"Usat"
"2021","4","2","Eixample","8","l'Antiga Esquerra de l'Eixample",4779,"Usat"
"2021","4","2","Eixample","9","la Nova Esquerra de l'Eixample",4446,"Usat"
"2021","4","2","Eixample","10","Sant Antoni",4308,"Usat"
"2021","4","3","Sants-Montjuïc","11","el Poble Sec",3852,"Usat"
"2021","4","3","Sants-Montjuïc","12","la Marina del Prat Vermell",1435,"Usat"
"2021","4","3","Sants-Montjuïc","13","la Marina de Port",3596,"Usat"
"2021","4","3","Sants-Montjuïc","14","la Font de la Guatlla",4326,"Usat"
"2021","4","3","Sants-Montjuïc","15","Hostafrancs",3511,"Usat"
"2021","4","3","Sants-Montjuïc","16","la Bordeta",3476,"Usat"
"2021","4","3","Sants-Montjuïc","17","Sants - Badal",3757,"Usat"
"2021","4","3","Sants-Montjuïc","18","Sants",3823,"Usat"
"2021","4","4","Les Corts","19","les Corts",4618,"Usat"
"2021","4","4","Les Corts","20","la Maternitat i Sant Ramon",4213,"Usat"
"2021","4","4","Les Corts","21","Pedralbes",5172,"Usat"
"2021","4","5","Sarrià-Sant Gervasi","22","Vallvidrera, el Tibidabo i les Planes",5629,"Usat"
"2021","4","5","Sarrià-Sant Gervasi","23","Sarrià",5224,"Usat"
"2021","4","5","Sarrià-Sant Gervasi","24","les Tres Torres",5727,"Usat"
"2021","4","5","Sarrià-Sant Gervasi","25","Sant Gervasi - la Bonanova",6726,"Usat"
"2021","4","5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",6722,"Usat"
"2021","4","5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",4876,"Usat"
"2021","4","6","Gràcia","28","Vallcarca i els Penitents",3738,"Usat"
"2021","4","6","Gràcia","29","el Coll",3088,"Usat"
"2021","4","6","Gràcia","30","la Salut",3941,"Usat"
"2021","4","6","Gràcia","31","la Vila de Gràcia",4656,"Usat"
"2021","4","6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",4590,"Usat"
"2021","4","7","Horta-Guinardó","33","el Baix Guinardó",3364,"Usat"
"2021","4","7","Horta-Guinardó","34","Can Baró",3380,"Usat"
"2021","4","7","Horta-Guinardó","35","el Guinardó",3239,"Usat"
"2021","4","7","Horta-Guinardó","36","la Font d'en Fargues",3710,"Usat"
"2021","4","7","Horta-Guinardó","37","el Carmel",2333,"Usat"
"2021","4","7","Horta-Guinardó","38","la Teixonera",3833,"Usat"
"2021","4","7","Horta-Guinardó","40","Montbau",2950,"Usat"
"2021","4","7","Horta-Guinardó","43","Horta",2969,"Usat"
"2021","4","8","Nou Barris","44","Vilapicina i la Torre Llobeta",3093,"Usat"
"2021","4","8","Nou Barris","45","Porta",2755,"Usat"
"2021","4","8","Nou Barris","46","el Turó de la Peira",2096,"Usat"
"2021","4","8","Nou Barris","48","la Guineueta",3502,"Usat"
"2021","4","8","Nou Barris","49","Canyelles",2632,"Usat"
"2021","4","8","Nou Barris","50","les Roquetes",1835,"Usat"
"2021","4","8","Nou Barris","51","Verdun",2206,"Usat"
"2021","4","8","Nou Barris","52","la Prosperitat",2657,"Usat"
"2021","4","8","Nou Barris","53","la Trinitat Nova",1850,"Usat"
"2021","4","8","Nou Barris","55","Ciutat Meridiana",1929,"Usat"
"2021","4","9","Sant Andreu","57","la Trinitat Vella",1260,"Usat"
"2021","4","9","Sant Andreu","59","el Bon Pastor",2249,"Usat"
"2021","4","9","Sant Andreu","60","Sant Andreu",3402,"Usat"
"2021","4","9","Sant Andreu","61","la Sagrera",3337,"Usat"
"2021","4","9","Sant Andreu","62","el Congrés i els Indians",2785,"Usat"
"2021","4","9","Sant Andreu","63","Navas",2919,"Usat"
"2021","4","10","Sant Martí","64","el Camp de l'Arpa del Clot",3762,"Usat"
"2021","4","10","Sant Martí","65","el Clot",4336,"Usat"
"2021","4","10","Sant Martí","66","el Parc i la Llacuna del Poblenou",4050,"Usat"
"2021","4","10","Sant Martí","67","la Vila Olímpica del Poblenou",4874,"Usat"
"2021","4","10","Sant Martí","68","el Poblenou",4726,"Usat"
"2021","4","10","Sant Martí","69","Diagonal Mar i el Front Marítim del Poblenou",4303,"Usat"
"2021","4","10","Sant Martí","70","el Besòs i el Maresme",2395,"Usat"
"2021","4","10","Sant Martí","71","Provençals del Poblenou",3805,"Usat"
"2021","4","10","Sant Martí","72","Sant Martí de Provençals",2824,"Usat"
"2021","4","10","Sant Martí","73","la Verneda i la Pau",2505,"Usat"
